id,Address,State,County,City,Date Local,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI
67145,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/16/09,26.625,36,0,34
67146,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/16/09,26.625,36,0,34
67147,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/17/09,32.375,44,16,42
67148,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/17/09,32.375,44,16,42
67149,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/17/09,32.375,44,16,42
67150,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/17/09,32.375,44,16,42
67151,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/18/09,35.791667,41,1,39
67152,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/18/09,35.791667,41,1,39
67153,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/18/09,35.791667,41,1,39
67154,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/18/09,35.791667,41,1,39
67155,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/19/09,35.708333,41,16,39
67156,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/19/09,35.708333,41,16,39
67157,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/19/09,35.708333,41,16,39
67158,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/19/09,35.708333,41,16,39
67159,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/20/09,26.583333,34,18,32
67160,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/20/09,26.583333,34,18,32
67161,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/20/09,26.583333,34,18,32
67162,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/20/09,26.583333,34,18,32
67163,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/21/09,26.095238,41,23,39
67164,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/21/09,26.095238,41,23,39
67165,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/21/09,26.095238,41,23,39
67166,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/21/09,26.095238,41,23,39
67167,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/22/09,37.625,49,21,46
67168,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/22/09,37.625,49,21,46
67169,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/22/09,37.625,49,21,46
67170,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/22/09,37.625,49,21,46
67171,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/23/09,48.291667,79,10,78
67172,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/23/09,48.291667,79,10,78
67173,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/23/09,48.291667,79,10,78
67174,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/23/09,48.291667,79,10,78
67175,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/24/09,19.875,45,0,42
67176,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/24/09,19.875,45,0,42
67177,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/24/09,19.875,45,0,42
67178,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/24/09,19.875,45,0,42
67179,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/25/09,23.666667,33,17,31
67180,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/25/09,23.666667,33,17,31
67181,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/25/09,23.666667,33,17,31
67182,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/25/09,23.666667,33,17,31
67183,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/26/09,29.227273,41,20,39
67184,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/26/09,29.227273,41,20,39
67185,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/26/09,29.227273,41,20,39
67186,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/26/09,29.227273,41,20,39
67187,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/27/09,27.208333,40,21,38
67188,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/27/09,27.208333,40,21,38
67189,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/27/09,27.208333,40,21,38
67190,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/27/09,27.208333,40,21,38
67191,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/28/09,25.75,45,17,42
67192,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/28/09,25.75,45,17,42
67193,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/28/09,25.75,45,17,42
67194,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/28/09,25.75,45,17,42
67195,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/29/09,27.5,44,21,42
67196,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/29/09,27.5,44,21,42
67197,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/29/09,27.5,44,21,42
67198,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/29/09,27.5,44,21,42
67199,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/30/09,39.791667,48,7,45
67200,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/30/09,39.791667,48,7,45
67201,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/30/09,39.791667,48,7,45
67202,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/30/09,39.791667,48,7,45
67203,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/31/09,24.041667,37,23,35
67204,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/31/09,24.041667,37,23,35
67205,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/31/09,24.041667,37,23,35
67206,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,1/31/09,24.041667,37,23,35
67207,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/1/09,38.791667,59,23,56
67208,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/1/09,38.791667,59,23,56
67209,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/1/09,38.791667,59,23,56
67210,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/1/09,38.791667,59,23,56
67211,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/2/09,43.708333,86,8,85
67212,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/2/09,43.708333,86,8,85
67213,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/2/09,43.708333,86,8,85
67214,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/2/09,43.708333,86,8,85
67215,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/3/09,24.3,32,17,30
67216,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/3/09,24.3,32,17,30
67217,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/3/09,24.3,32,17,30
67218,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/3/09,24.3,32,17,30
67219,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/4/09,21.333333,32,6,30
67220,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/4/09,21.333333,32,6,30
67221,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/4/09,21.333333,32,6,30
67222,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/4/09,21.333333,32,6,30
67223,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/5/09,20.791667,35,7,33
67224,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/5/09,20.791667,35,7,33
67225,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/5/09,20.791667,35,7,33
67226,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/5/09,20.791667,35,7,33
67227,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/6/09,40.041667,58,23,55
67228,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/6/09,40.041667,58,23,55
67229,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/6/09,40.041667,58,23,55
67230,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/6/09,40.041667,58,23,55
67231,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/7/09,57.375,80,8,79
67232,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/7/09,57.375,80,8,79
67233,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/7/09,57.375,80,8,79
67234,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/7/09,57.375,80,8,79
67235,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/8/09,23.333333,46,0,43
67236,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/8/09,23.333333,46,0,43
67237,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/8/09,23.333333,46,0,43
67238,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/8/09,23.333333,46,0,43
67239,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/9/09,29.782609,52,23,49
67240,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/9/09,29.782609,52,23,49
67241,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/9/09,29.782609,52,23,49
67242,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/9/09,29.782609,52,23,49
67243,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/10/09,44.666667,54,1,51
67244,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/10/09,44.666667,54,1,51
67245,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/10/09,44.666667,54,1,51
67246,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/10/09,44.666667,54,1,51
67247,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/11/09,53.125,71,8,69
67248,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/11/09,53.125,71,8,69
67249,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/11/09,53.125,71,8,69
67250,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/11/09,53.125,71,8,69
67251,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/12/09,18.416667,38,0,36
67252,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/12/09,18.416667,38,0,36
67253,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/12/09,18.416667,38,0,36
67254,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/12/09,18.416667,38,0,36
67255,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/13/09,14.375,22,20,21
67256,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/13/09,14.375,22,20,21
67257,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/13/09,14.375,22,20,21
67258,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/13/09,14.375,22,20,21
67259,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/14/09,21.333333,35,19,33
67260,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/14/09,21.333333,35,19,33
67261,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/14/09,21.333333,35,19,33
67262,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/14/09,21.333333,35,19,33
67263,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/15/09,16.416667,33,19,31
67264,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/15/09,16.416667,33,19,31
67265,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/15/09,16.416667,33,19,31
67266,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/15/09,16.416667,33,19,31
67267,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/16/09,19.416667,32,19,30
67268,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/16/09,19.416667,32,19,30
67269,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/16/09,19.416667,32,19,30
67270,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/16/09,19.416667,32,19,30
67271,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/17/09,25.75,50,20,47
67272,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/17/09,25.75,50,20,47
67273,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/17/09,25.75,50,20,47
67274,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/17/09,25.75,50,20,47
67275,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/18/09,32.8,49,4,46
67276,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/18/09,32.8,49,4,46
67277,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/18/09,32.8,49,4,46
67278,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/18/09,32.8,49,4,46
67279,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/19/09,25.541667,44,0,42
67280,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/19/09,25.541667,44,0,42
67281,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/19/09,25.541667,44,0,42
67282,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/19/09,25.541667,44,0,42
67283,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/20/09,19.541667,29,18,27
67284,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/20/09,19.541667,29,18,27
67285,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/20/09,19.541667,29,18,27
67286,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/20/09,19.541667,29,18,27
67287,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/21/09,24.75,45,21,42
67288,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/21/09,24.75,45,21,42
67289,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/21/09,24.75,45,21,42
67290,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/21/09,24.75,45,21,42
67291,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/22/09,28.166667,45,9,42
67292,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/22/09,28.166667,45,9,42
67293,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/22/09,28.166667,45,9,42
67294,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/22/09,28.166667,45,9,42
67295,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/23/09,15.791667,24,7,23
67296,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/23/09,15.791667,24,7,23
67297,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/23/09,15.791667,24,7,23
67298,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/23/09,15.791667,24,7,23
67299,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/24/09,19.173913,33,19,31
67300,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/24/09,19.173913,33,19,31
67301,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/24/09,19.173913,33,19,31
67302,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/24/09,19.173913,33,19,31
67303,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/25/09,36.333333,58,15,55
67304,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/25/09,36.333333,58,15,55
67305,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/25/09,36.333333,58,15,55
67306,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/25/09,36.333333,58,15,55
67307,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/26/09,48.166667,58,19,55
67308,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/26/09,48.166667,58,19,55
67309,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/26/09,48.166667,58,19,55
67310,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/26/09,48.166667,58,19,55
67311,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/27/09,36.375,52,0,49
67312,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/27/09,36.375,52,0,49
67313,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/27/09,36.375,52,0,49
67314,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/27/09,36.375,52,0,49
67315,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/28/09,17.083333,44,0,42
67316,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/28/09,17.083333,44,0,42
67317,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/28/09,17.083333,44,0,42
67318,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2/28/09,17.083333,44,0,42
67319,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/1/09,15.666667,29,19,27
67320,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/1/09,15.666667,29,19,27
67321,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/1/09,15.666667,29,19,27
67322,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/1/09,15.666667,29,19,27
67323,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/2/09,16.238095,24,18,23
67324,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/2/09,16.238095,24,18,23
67325,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/2/09,16.238095,24,18,23
67326,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/2/09,16.238095,24,18,23
67327,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/3/09,18.166667,29,19,27
67328,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/3/09,18.166667,29,19,27
67329,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/3/09,18.166667,29,19,27
67330,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/3/09,18.166667,29,19,27
67331,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/4/09,27.25,50,21,47
67332,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/4/09,27.25,50,21,47
67333,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/4/09,27.25,50,21,47
67334,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/4/09,27.25,50,21,47
67335,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/5/09,46.166667,67,11,65
67336,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/5/09,46.166667,67,11,65
67337,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/5/09,46.166667,67,11,65
67338,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/5/09,46.166667,67,11,65
67339,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/6/09,52.541667,66,18,64
67340,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/6/09,52.541667,66,18,64
67341,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/6/09,52.541667,66,18,64
67342,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/6/09,52.541667,66,18,64
67343,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/7/09,42.5,58,7,55
67344,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/7/09,42.5,58,7,55
67345,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/7/09,42.5,58,7,55
67346,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/7/09,42.5,58,7,55
67347,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/8/09,21.208333,39,0,37
67348,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/8/09,21.208333,39,0,37
67349,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/8/09,21.208333,39,0,37
67350,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/8/09,21.208333,39,0,37
67351,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/9/09,20.478261,30,15,28
67352,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/9/09,20.478261,30,15,28
67353,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/9/09,20.478261,30,15,28
67354,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/9/09,20.478261,30,15,28
67355,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/10/09,21.791667,35,5,33
67356,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/10/09,21.791667,35,5,33
67357,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/10/09,21.791667,35,5,33
67358,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/10/09,21.791667,35,5,33
67359,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/11/09,30.791667,44,6,42
67360,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/11/09,30.791667,44,6,42
67361,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/11/09,30.791667,44,6,42
67362,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/11/09,30.791667,44,6,42
67363,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/12/09,13.375,25,6,24
67364,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/12/09,13.375,25,6,24
67365,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/12/09,13.375,25,6,24
67366,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/12/09,13.375,25,6,24
67367,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/13/09,20.541667,39,20,37
67368,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/13/09,20.541667,39,20,37
67369,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,3/13/09,20.541667,39,20,37
