id,Address,State,County,City,Date Local,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI
63332,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/5/00,42.5,60,22,57
63333,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/5/00,42.5,60,22,57
63334,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/5/00,42.5,60,22,57
63335,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/5/00,42.5,60,22,57
63336,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/6/00,42.875,82,20,81
63337,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/6/00,42.875,82,20,81
63338,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/6/00,42.875,82,20,81
63339,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/6/00,42.875,82,20,81
63340,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/7/00,29,56,7,53
63341,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/7/00,29,56,7,53
63342,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/7/00,29,56,7,53
63343,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/7/00,29,56,7,53
63344,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/8/00,49.958333,87,20,86
63345,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/8/00,49.958333,87,20,86
63346,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/8/00,49.958333,87,20,86
63347,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/8/00,49.958333,87,20,86
63348,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/9/00,36.619048,55,7,52
63349,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/9/00,36.619048,55,7,52
63350,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/9/00,36.619048,55,7,52
63351,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/9/00,36.619048,55,7,52
63352,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/10/00,19.708333,34,1,32
63353,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/10/00,19.708333,34,1,32
63354,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/10/00,19.708333,34,1,32
63355,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/10/00,19.708333,34,1,32
63356,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/11/00,24.25,46,23,43
63357,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/11/00,24.25,46,23,43
63358,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/11/00,24.25,46,23,43
63359,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/11/00,24.25,46,23,43
63360,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/12/00,30.291667,49,1,46
63361,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/12/00,30.291667,49,1,46
63362,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/12/00,30.291667,49,1,46
63363,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/12/00,30.291667,49,1,46
63364,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/13/00,20.125,38,22,36
63365,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/13/00,20.125,38,22,36
63366,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/13/00,20.125,38,22,36
63367,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/13/00,20.125,38,22,36
63368,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/14/00,20.791667,49,21,46
63369,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/14/00,20.791667,49,21,46
63370,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/14/00,20.791667,49,21,46
63371,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/14/00,20.791667,49,21,46
63372,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/15/00,25.416667,54,21,51
63373,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/15/00,25.416667,54,21,51
63374,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/15/00,25.416667,54,21,51
63375,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/15/00,25.416667,54,21,51
63376,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/16/00,38.454545,63,21,61
63377,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/16/00,38.454545,63,21,61
63378,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/16/00,38.454545,63,21,61
63379,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/16/00,38.454545,63,21,61
63380,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/17/00,34.208333,57,10,54
63381,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/17/00,34.208333,57,10,54
63382,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/17/00,34.208333,57,10,54
63383,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/17/00,34.208333,57,10,54
63384,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/18/00,39.666667,60,21,57
63385,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/18/00,39.666667,60,21,57
63386,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/18/00,39.666667,60,21,57
63387,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/18/00,39.666667,60,21,57
63388,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/19/00,24,39,3,37
63389,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/19/00,24,39,3,37
63390,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/19/00,24,39,3,37
63391,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/19/00,24,39,3,37
63392,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/20/00,23.125,30,19,28
63393,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/20/00,23.125,30,19,28
63394,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/20/00,23.125,30,19,28
63395,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/20/00,23.125,30,19,28
63396,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/21/00,22.833333,42,19,40
63397,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/21/00,22.833333,42,19,40
63398,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/21/00,22.833333,42,19,40
63399,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/21/00,22.833333,42,19,40
63400,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/22/00,27.5,37,0,35
63401,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/22/00,27.5,37,0,35
63402,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/22/00,27.5,37,0,35
63403,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/22/00,27.5,37,0,35
63404,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/23/00,30.333333,53,11,50
63405,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/23/00,30.333333,53,11,50
63406,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/23/00,30.333333,53,11,50
63407,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/23/00,30.333333,53,11,50
63408,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/24/00,37.555556,64,23,62
63409,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/24/00,37.555556,64,23,62
63410,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/24/00,37.555556,64,23,62
63411,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/24/00,37.555556,64,23,62
63412,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/25/00,35.318182,55,20,52
63413,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/25/00,35.318182,55,20,52
63414,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/25/00,35.318182,55,20,52
63415,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/25/00,35.318182,55,20,52
63416,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/26/00,22.85,33,22,31
63417,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/26/00,22.85,33,22,31
63418,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/26/00,22.85,33,22,31
63419,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/26/00,22.85,33,22,31
63420,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/27/00,24.791667,41,21,39
63421,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/27/00,24.791667,41,21,39
63422,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/27/00,24.791667,41,21,39
63423,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/27/00,24.791667,41,21,39
63424,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/28/00,17.458333,32,19,30
63425,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/28/00,17.458333,32,19,30
63426,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/28/00,17.458333,32,19,30
63427,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/28/00,17.458333,32,19,30
63428,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/29/00,10.5,23,21,22
63429,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/29/00,10.5,23,21,22
63430,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/29/00,10.5,23,21,22
63431,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/29/00,10.5,23,21,22
63432,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/30/00,15.909091,32,22,30
63433,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/30/00,15.909091,32,22,30
63434,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/30/00,15.909091,32,22,30
63435,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/30/00,15.909091,32,22,30
63436,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/31/00,31.5,57,18,54
63437,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/31/00,31.5,57,18,54
63438,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/31/00,31.5,57,18,54
63439,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,5/31/00,31.5,57,18,54
63440,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/1/00,53.708333,103,21,101
63441,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/1/00,53.708333,103,21,101
63442,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/1/00,53.708333,103,21,101
63443,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/1/00,53.708333,103,21,101
63444,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/2/00,43.625,73,9,71
63445,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/2/00,43.625,73,9,71
63446,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/2/00,43.625,73,9,71
63447,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/2/00,43.625,73,9,71
63448,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/3/00,19.25,45,21,42
63449,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/3/00,19.25,45,21,42
63450,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/3/00,19.25,45,21,42
63451,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/3/00,19.25,45,21,42
63452,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/4/00,23.916667,41,4,39
63453,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/4/00,23.916667,41,4,39
63454,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/4/00,23.916667,41,4,39
63455,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/4/00,23.916667,41,4,39
63456,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/5/00,17.619048,33,0,31
63457,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/5/00,17.619048,33,0,31
63458,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/5/00,17.619048,33,0,31
63459,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/5/00,17.619048,33,0,31
63460,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/6/00,18.333333,30,8,28
63461,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/6/00,18.333333,30,8,28
63462,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/6/00,18.333333,30,8,28
63463,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/6/00,18.333333,30,8,28
63464,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/7/00,24.875,53,20,50
63465,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/7/00,24.875,53,20,50
63466,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/7/00,24.875,53,20,50
63467,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/7/00,24.875,53,20,50
63468,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/8/00,44.625,71,7,69
63469,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/8/00,44.625,71,7,69
63470,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/8/00,44.625,71,7,69
63471,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/8/00,44.625,71,7,69
63472,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/9/00,41.208333,61,23,58
63473,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/9/00,41.208333,61,23,58
63474,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/9/00,41.208333,61,23,58
63475,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/9/00,41.208333,61,23,58
63476,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/10/00,31.458333,56,0,53
63477,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/10/00,31.458333,56,0,53
63478,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/10/00,31.458333,56,0,53
63479,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/10/00,31.458333,56,0,53
63480,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/11/00,22.791667,36,18,34
63481,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/11/00,22.791667,36,18,34
63482,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/11/00,22.791667,36,18,34
63483,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/11/00,22.791667,36,18,34
63484,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/12/00,19.952381,31,2,29
63485,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/12/00,19.952381,31,2,29
63486,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/12/00,19.952381,31,2,29
63487,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/12/00,19.952381,31,2,29
63488,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/13/00,18.916667,27,6,25
63489,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/13/00,18.916667,27,6,25
63490,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/13/00,18.916667,27,6,25
63491,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/13/00,18.916667,27,6,25
63492,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/14/00,17.375,28,19,26
63493,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/14/00,17.375,28,19,26
63494,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/14/00,17.375,28,19,26
63495,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/14/00,17.375,28,19,26
63496,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/15/00,33.25,56,14,53
63497,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/15/00,33.25,56,14,53
63498,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/15/00,33.25,56,14,53
63499,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/15/00,33.25,56,14,53
63500,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/16/00,42.041667,64,19,62
63501,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/16/00,42.041667,64,19,62
63502,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/16/00,42.041667,64,19,62
63503,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/16/00,42.041667,64,19,62
63504,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/17/00,22.25,34,0,32
63505,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/17/00,22.25,34,0,32
63506,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/17/00,22.25,34,0,32
63507,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/17/00,22.25,34,0,32
63508,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/18/00,21.875,30,20,28
63509,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/18/00,21.875,30,20,28
63510,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/18/00,21.875,30,20,28
63511,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/18/00,21.875,30,20,28
63512,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/19/00,23.458333,43,21,41
63513,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/19/00,23.458333,43,21,41
63514,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/19/00,23.458333,43,21,41
63515,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/19/00,23.458333,43,21,41
63516,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/20/00,29.047619,42,20,40
63517,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/20/00,29.047619,42,20,40
63518,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/20/00,29.047619,42,20,40
63519,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/20/00,29.047619,42,20,40
63520,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/21/00,34.708333,50,7,47
63521,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/21/00,34.708333,50,7,47
63522,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/21/00,34.708333,50,7,47
63523,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/21/00,34.708333,50,7,47
63524,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/22/00,29.916667,41,21,39
63525,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/22/00,29.916667,41,21,39
63526,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/22/00,29.916667,41,21,39
63527,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/22/00,29.916667,41,21,39
63528,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/23/00,25.541667,43,23,41
63529,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/23/00,25.541667,43,23,41
63530,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/23/00,25.541667,43,23,41
63531,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/23/00,25.541667,43,23,41
63532,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/24/00,29,48,22,45
63533,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/24/00,29,48,22,45
63534,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/24/00,29,48,22,45
63535,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/24/00,29,48,22,45
63536,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/25/00,24.958333,38,20,36
63537,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/25/00,24.958333,38,20,36
63538,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/25/00,24.958333,38,20,36
63539,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/25/00,24.958333,38,20,36
63540,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/26/00,35.625,56,18,53
63541,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/26/00,35.625,56,18,53
63542,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/26/00,35.625,56,18,53
63543,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/26/00,35.625,56,18,53
63544,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/27/00,29.291667,41,0,39
63545,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/27/00,29.291667,41,0,39
63546,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/27/00,29.291667,41,0,39
63547,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/27/00,29.291667,41,0,39
63548,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/28/00,27.75,48,21,45
63549,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/28/00,27.75,48,21,45
63550,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/28/00,27.75,48,21,45
63551,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/28/00,27.75,48,21,45
63552,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/29/00,35.636364,50,21,47
63553,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/29/00,35.636364,50,21,47
63554,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/29/00,35.636364,50,21,47
63555,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/29/00,35.636364,50,21,47
63556,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/30/00,27.833333,49,0,46
63557,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/30/00,27.833333,49,0,46
63558,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/30/00,27.833333,49,0,46
63559,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,6/30/00,27.833333,49,0,46
63560,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/1/00,33.958333,75,21,73
63561,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/1/00,33.958333,75,21,73
63562,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/1/00,33.958333,75,21,73
63563,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/1/00,33.958333,75,21,73
63564,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/2/00,36.041667,79,22,78
63565,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/2/00,36.041667,79,22,78
63566,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/2/00,36.041667,79,22,78
63567,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/2/00,36.041667,79,22,78
63568,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/3/00,42.458333,69,20,67
63569,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/3/00,42.458333,69,20,67
63570,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/3/00,42.458333,69,20,67
63571,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/3/00,42.458333,69,20,67
63572,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/4/00,27.541667,48,0,45
63573,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/4/00,27.541667,48,0,45
63574,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/4/00,27.541667,48,0,45
63575,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/4/00,27.541667,48,0,45
63576,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/5/00,22.571429,37,20,35
63577,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,7/5/00,22.571429,37,20,35
