Address,State,County,City,Date Local,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/13/04,18.083333,30,6,28
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/14/04,10.416667,19,4,18
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/14/04,10.416667,19,4,18
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/14/04,10.416667,19,4,18
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/14/04,10.416667,19,4,18
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/15/04,14.545455,22,6,21
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/15/04,14.545455,22,6,21
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/15/04,14.545455,22,6,21
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/15/04,14.545455,22,6,21
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/16/04,21.625,33,21,31
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/16/04,21.625,33,21,31
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/16/04,21.625,33,21,31
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/16/04,21.625,33,21,31
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/17/04,26.458333,46,11,43
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/17/04,26.458333,46,11,43
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/17/04,26.458333,46,11,43
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/17/04,26.458333,46,11,43
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/18/04,8.625,15,18,14
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/18/04,8.625,15,18,14
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/18/04,8.625,15,18,14
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/18/04,8.625,15,18,14
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/19/04,9.583333,22,20,21
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/19/04,9.583333,22,20,21
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/19/04,9.583333,22,20,21
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/19/04,9.583333,22,20,21
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/20/04,18.086957,34,20,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/20/04,18.086957,34,20,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/20/04,18.086957,34,20,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/20/04,18.086957,34,20,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/21/04,27,48,19,45
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/21/04,27,48,19,45
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/21/04,27,48,19,45
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/21/04,27,48,19,45
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/22/04,24.75,42,7,40
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/22/04,24.75,42,7,40
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/22/04,24.75,42,7,40
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/22/04,24.75,42,7,40
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/23/04,24.75,50,20,47
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/23/04,24.75,50,20,47
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/23/04,24.75,50,20,47
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/23/04,24.75,50,20,47
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/24/04,22.75,32,19,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/24/04,22.75,32,19,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/24/04,22.75,32,19,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/24/04,22.75,32,19,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/25/04,31.541667,53,22,50
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/25/04,31.541667,53,22,50
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/25/04,31.541667,53,22,50
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/25/04,31.541667,53,22,50
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/26/04,20.666667,44,21,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/26/04,20.666667,44,21,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/26/04,20.666667,44,21,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/26/04,20.666667,44,21,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/27/04,24.727273,37,17,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/27/04,24.727273,37,17,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/27/04,24.727273,37,17,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/27/04,24.727273,37,17,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/28/04,19.291667,31,7,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/28/04,19.291667,31,7,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/28/04,19.291667,31,7,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/28/04,19.291667,31,7,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/29/04,17,28,18,26
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/29/04,17,28,18,26
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/29/04,17,28,18,26
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/29/04,17,28,18,26
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/30/04,30.708333,37,12,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/30/04,30.708333,37,12,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/30/04,30.708333,37,12,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,9/30/04,30.708333,37,12,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/1/04,26.041667,53,19,50
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/1/04,26.041667,53,19,50
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/1/04,26.041667,53,19,50
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/1/04,26.041667,53,19,50
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/2/04,28.541667,41,0,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/2/04,28.541667,41,0,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/2/04,28.541667,41,0,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/2/04,28.541667,41,0,39
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/3/04,19.125,43,19,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/3/04,19.125,43,19,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/3/04,19.125,43,19,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/3/04,19.125,43,19,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/4/04,37.043478,56,20,53
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/4/04,37.043478,56,20,53
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/4/04,37.043478,56,20,53
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/4/04,37.043478,56,20,53
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/5/04,15.541667,30,19,28
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/5/04,15.541667,30,19,28
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/5/04,15.541667,30,19,28
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/5/04,15.541667,30,19,28
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/6/04,25.958333,39,19,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/6/04,25.958333,39,19,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/6/04,25.958333,39,19,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/6/04,25.958333,39,19,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/7/04,40.333333,63,16,61
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/7/04,40.333333,63,16,61
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/7/04,40.333333,63,16,61
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/7/04,40.333333,63,16,61
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/8/04,46.583333,78,11,77
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/8/04,46.583333,78,11,77
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/8/04,46.583333,78,11,77
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/8/04,46.583333,78,11,77
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/9/04,36.416667,50,0,47
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/9/04,36.416667,50,0,47
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/9/04,36.416667,50,0,47
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/9/04,36.416667,50,0,47
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/10/04,17.833333,38,0,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/10/04,17.833333,38,0,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/10/04,17.833333,38,0,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/10/04,17.833333,38,0,36
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/11/04,14.416667,25,18,24
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/11/04,14.416667,25,18,24
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/11/04,14.416667,25,18,24
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/11/04,14.416667,25,18,24
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/12/04,18.833333,33,20,31
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/12/04,18.833333,33,20,31
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/12/04,18.833333,33,20,31
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/12/04,18.833333,33,20,31
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/13/04,34.954545,58,13,55
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/13/04,34.954545,58,13,55
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/13/04,34.954545,58,13,55
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/13/04,34.954545,58,13,55
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/14/04,29.3,37,0,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/14/04,29.3,37,0,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/14/04,29.3,37,0,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/14/04,29.3,37,0,35
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/15/04,25.208333,39,21,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/15/04,25.208333,39,21,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/15/04,25.208333,39,21,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/15/04,25.208333,39,21,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/16/04,20.458333,32,18,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/16/04,20.458333,32,18,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/16/04,20.458333,32,18,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/16/04,20.458333,32,18,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/17/04,18.25,22,5,21
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/17/04,18.25,22,5,21
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/17/04,18.25,22,5,21
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/17/04,18.25,22,5,21
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/18/04,22.608696,30,6,28
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/18/04,22.608696,30,6,28
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/18/04,22.608696,30,6,28
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/18/04,22.608696,30,6,28
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/19/04,19.5,27,7,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/19/04,19.5,27,7,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/19/04,19.5,27,7,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/19/04,19.5,27,7,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/20/04,15.708333,23,17,22
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/20/04,15.708333,23,17,22
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/20/04,15.708333,23,17,22
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/20/04,15.708333,23,17,22
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/21/04,18.916667,27,16,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/21/04,18.916667,27,16,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/21/04,18.916667,27,16,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/21/04,18.916667,27,16,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/22/04,16.5,26,6,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/22/04,16.5,26,6,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/22/04,16.5,26,6,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/22/04,16.5,26,6,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/23/04,18.541667,29,19,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/23/04,18.541667,29,19,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/23/04,18.541667,29,19,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/23/04,18.541667,29,19,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/24/04,19.041667,26,21,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/24/04,19.041667,26,21,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/24/04,19.041667,26,21,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/24/04,19.041667,26,21,25
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/25/04,22.541667,28,6,26
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/25/04,22.541667,28,6,26
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/25/04,22.541667,28,6,26
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/25/04,22.541667,28,6,26
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/26/04,24.333333,39,18,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/26/04,24.333333,39,18,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/26/04,24.333333,39,18,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/26/04,24.333333,39,18,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/27/04,23.375,31,17,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/27/04,23.375,31,17,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/27/04,23.375,31,17,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/27/04,23.375,31,17,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/28/04,23.041667,36,18,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/28/04,23.041667,36,18,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/28/04,23.041667,36,18,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/28/04,23.041667,36,18,34
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/29/04,38.227273,44,13,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/29/04,38.227273,44,13,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/29/04,38.227273,44,13,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/29/04,38.227273,44,13,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/30/04,26,32,0,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/30/04,26,32,0,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/30/04,26,32,0,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/30/04,26,32,0,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/31/04,20.208333,31,17,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/31/04,20.208333,31,17,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/31/04,20.208333,31,17,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,10/31/04,20.208333,31,17,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/1/04,20.347826,29,17,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/1/04,20.347826,29,17,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/1/04,20.347826,29,17,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/1/04,20.347826,29,17,27
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/2/04,21.25,39,22,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/2/04,21.25,39,22,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/2/04,21.25,39,22,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/2/04,21.25,39,22,37
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/3/04,21.833333,35,0,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/3/04,21.833333,35,0,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/3/04,21.833333,35,0,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/3/04,21.833333,35,0,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/4/04,28.833333,42,20,40
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/4/04,28.833333,42,20,40
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/4/04,28.833333,42,20,40
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/4/04,28.833333,42,20,40
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/5/04,21.875,35,23,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/5/04,21.875,35,23,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/5/04,21.875,35,23,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/5/04,21.875,35,23,33
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/6/04,31.916667,43,19,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/6/04,31.916667,43,19,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/6/04,31.916667,43,19,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/6/04,31.916667,43,19,41
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/7/04,37.75,51,17,48
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/7/04,37.75,51,17,48
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/7/04,37.75,51,17,48
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/7/04,37.75,51,17,48
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/8/04,19.761905,32,21,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/8/04,19.761905,32,21,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/8/04,19.761905,32,21,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/8/04,19.761905,32,21,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/9/04,23.041667,32,22,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/9/04,23.041667,32,22,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/9/04,23.041667,32,22,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/9/04,23.041667,32,22,30
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/10/04,35.791667,45,13,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/10/04,35.791667,45,13,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/10/04,35.791667,45,13,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/10/04,35.791667,45,13,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/11/04,37.833333,48,18,45
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/11/04,37.833333,48,18,45
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/11/04,37.833333,48,18,45
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/11/04,37.833333,48,18,45
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/12/04,22.666667,28,7,26
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/12/04,22.666667,28,7,26
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/12/04,22.666667,28,7,26
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/12/04,22.666667,28,7,26
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/13/04,19.958333,34,18,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/13/04,19.958333,34,18,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/13/04,19.958333,34,18,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/13/04,19.958333,34,18,32
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/14/04,21.916667,31,17,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/14/04,21.916667,31,17,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/14/04,21.916667,31,17,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/14/04,21.916667,31,17,29
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/15/04,31.5,44,20,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/15/04,31.5,44,20,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/15/04,31.5,44,20,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/15/04,31.5,44,20,42
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/16/04,37.125,46,22,43
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/16/04,37.125,46,22,43
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/16/04,37.125,46,22,43
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/16/04,37.125,46,22,43
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/17/04,42.041667,66,18,64
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/17/04,42.041667,66,18,64
200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,11/17/04,42.041667,66,18,64
